Датум на билтен,СВР,ПС на внесување,Општа област,Област на криминал,Дело,Датум на случување,Време на случување,Општина,Локација,Настан,Штета,Корист
10/12/2014,СВР СКОПЈЕ,ПС КАРПОШ,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба во обид,10/27/2014,5:00:00 PM,КАРПОШ,ул„Јуриј Гагарин“ бр.67.,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","3,500.00 ден",0.00 ден
10/12/2014,СВР СКОПЈЕ,ПС ЃОРЧЕ ПЕТРОВ,Прекршоци,Прекршоци против јавниот ред и мир,Нарушен ЈРМ со тепачка,10/12/2014,1:10:00 AM,ЃОРЧЕ ПЕТРОВ,ул “Црногорска“ бб клуб “Три Стар“,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/12/2014,СВР СКОПЈЕ,ПС ЃОРЧЕ ПЕТРОВ,Прекршоци,Прекршоци против јавниот ред и мир,Нарушен ЈРМ со физички напад,10/12/2014,12:16:00 AM,ЃОРЧЕ ПЕТРОВ,Кисела јабука кај пругата -  УО„Кај Ратко“,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/12/2014,СВР СКОПЈЕ,ПС ЃОРЧЕ ПЕТРОВ,Прекршоци,Прекршоци против јавниот ред и мир,Нарушен ЈРМ со физички напад,10/12/2014,5:15:00 AM,ЃОРЧЕ ПЕТРОВ,ургентен центар,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/12/2014,СВР СКОПЈЕ,ПС ГАЗИ БАБА,Кривични дела,Кривични дела за кои гонењето се превзема по приватна тужба,Кражба - п.т.,10/12/2014,1:00:00 PM,ГАЗИ БАБА,Товарна станица Трубарево,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","9,600.00 ден",0.00 ден
10/12/2014,СВР СКОПЈЕ,ПС ГАЗИ БАБА,Кривични дела,Кривични дела за кои гонењето се превзема по приватна тужба,Кражба - п.т.,10/12/2014,8:45:00 PM,ИЛИНДЕН,"ул. 32 бр.24 поточно од Хотел Белви,","6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","8,000.00 ден",0.00 ден
10/12/2014,СВР СКОПЈЕ,ПС ГАЗИ БАБА,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Кражба,10/12/2014,8:45:00 PM,ИЛИНДЕН, ул.32 бр.24 нас. Илинден Хотел Белви,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","22,000.00 ден",0.00 ден
10/12/2014,СВР СКОПЈЕ,ПС ГАЗИ БАБА,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Кражба,10/12/2014,8:45:00 PM,ИЛИНДЕН,хотел Белви,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","20,000.00 ден",0.00 ден
10/12/2014,СВР СКОПЈЕ,ПС ГАЗИ БАБА,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Кражба,10/12/2014,9:00:00 PM,ГАЗИ БАБА,ул. Вера Радосављевиќ бр.4-16 ,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","18,000.00 ден",0.00 ден
10/12/2014,СВР СКОПЈЕ,ПС ГАЗИ БАБА,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба,10/12/2014,6:40:00 AM,ГАЗИ БАБА,паркинг испред Ф-ка Железара,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,"6,000.00 ден"
10/12/2014,СВР СКОПЈЕ,ПС ГАЗИ БАБА,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба,10/12/2014,9:00:00 AM,ГАЗИ БАБА,ул Јани Лукровски спроти зграда бр 10,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,"6,000.00 ден"
10/12/2014,СВР СКОПЈЕ,ПС ГАЗИ БАБА,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба,10/12/2014,2:00:00 PM,ГАЗИ БАБА,ул.12 бр.13 с.Петровец,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","3,500.00 ден",0.00 ден
10/12/2014,СВР СКОПЈЕ,ПС ГАЗИ БАБА,Прекршоци,Прекршоци против јавниот ред и мир,Нарушен ЈРМ со малтретирање на друг во стан,10/12/2014,1:30:00 AM,ГАЗИ БАБА,ул.“519“ бр.19 Керамидница,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/12/2014,СВР СКОПЈЕ,ПС ГАЗИ БАБА,Прекршоци,Прекршоци против јавниот ред и мир,Нарушен ЈРМ со физички напад,10/12/2014,5:00:00 AM,ГАЗИ БАБА,УО„Се за љубов“ - Булачани ,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/12/2014,СВР СКОПЈЕ,ПС ЧАИР,Кривични дела,Кривични дела за кои гонењето се превзема по приватна тужба,Кражба - п.т.,10/11/2014,7:30:00 PM,ШУТО ОРИЗАРИ,ул.„Гвадалахара“бр.7/Б,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,300.00 ден
10/12/2014,СВР СКОПЈЕ,ПС ЧАИР,Прекршоци,Прекршоци против јавниот ред и мир,Нарушен ЈРМ со физички напад,10/3/2014,6:30:00 PM,ШУТО ОРИЗАРИ,ГОБ„Св.Наум Охридски“,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/12/2014,СВР СКОПЈЕ,ПС ЧАИР,Прекршоци,Прекршоци против јавниот ред и мир,Нарушен ЈРМ со физички напад,10/12/2014,10:41:00 PM,ШУТО ОРИЗАРИ,ул.Гвадалахара бр.34,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/12/2014,СВР СКОПЈЕ,Одделение за БПС,Извршени увиди,Сообраќајни незгоди,Извршени увиди по сообраќајни незгоди - со материјална штета,10/12/2014,2:45:00 AM,АЕРОДРОМ,рас.Ј.Сандански со В.Комаров,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","10,000.00 ден",0.00 ден
10/12/2014,СВР СКОПЈЕ,Одделение за БПС,Извршени увиди,Сообраќајни незгоди,Извршени увиди по сообраќајни незгоди - со телесни повреди,10/12/2014,4:15:00 AM,КИСЕЛА ВОДА,Бул:“Борис Трајковски“ бб прва капија на “Охис“,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","15,000.00 ден",0.00 ден
10/12/2014,СВР СКОПЈЕ,Одделение за БПС,Извршени увиди,Сообраќајни незгоди,Извршени увиди по сообраќајни незгоди - со тешки телесни повреди,10/12/2014,1:30:00 PM,КИСЕЛА ВОДА,Ургентен Центар,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/12/2014,СВР СКОПЈЕ,Одделение за БПС,Извршени увиди,Сообраќајни незгоди,Сообраќајни незгоди со НН лице - со материјална штета,10/12/2014,4:10:00 PM,ПЕТРОВЕЦ,Плоштадот во Катланово.,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","3,000.00 ден",0.00 ден
10/12/2014,СВР СКОПЈЕ,Одделение за извештаи за сообраќајни незгоди,Извршени увиди,Сообраќајни незгоди,Извршени увиди по сообраќајни незгоди - со материјална штета,10/12/2014,12:40:00 AM,ЦЕНТАР,Бул.„Гоце Делчев“,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","20,000.00 ден",0.00 ден
10/12/2014,СВР СКОПЈЕ,Одделение за извештаи за сообраќајни незгоди,Извршени увиди,Сообраќајни незгоди,Сообраќајни незгоди со НН лице - со материјална штета,10/12/2014,2:40:00 PM,КАРПОШ,бул„Илинден“ Кај ЗОО.,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","10,000.00 ден",0.00 ден
10/12/2014,СВР СКОПЈЕ,Одделение за извештаи за сообраќајни незгоди,Извршени увиди,Сообраќајни незгоди,Сообраќајни незгоди со НН лице - со повредени лица,10/11/2014,10:30:00 AM,ЃОРЧЕ ПЕТРОВ,ГОБ „8-ми Септември“,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","10,000.00 ден",0.00 ден
10/11/2014,СВР СКОПЈЕ,ПС ЦЕНТАР,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба,10/10/2014,8:30:00 PM,ЦЕНТАР,ул. Народен Фронт ,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,"18,000.00 ден"
10/11/2014,СВР СКОПЈЕ,ПС ЦЕНТАР,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба,10/11/2014,4:00:00 PM,ЦЕНТАР,ул.Даме Груев позади Собрание на РМ,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","15,000.00 ден","15,000.00 ден"
10/11/2014,СВР СКОПЈЕ,ПС ЦЕНТАР,Прекршоци,Прекршоци против јавниот ред и мир,Нарушен ЈРМ со физички напад,10/11/2014,4:10:00 AM,ЦЕНТАР,УО-Џубокс,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/11/2014,СВР СКОПЈЕ,ПС БИТ ПАЗАР,Кривични дела,Кривични дела за кои гонењето се превзема по приватна тужба,Оштетување туѓи предмети - п.т.,10/11/2014,8:00:00 AM,ЧАИР,ул.Џон Кенеди бр.11 а,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,"12,000.00 ден"
10/11/2014,СВР СКОПЈЕ,ПС БИТ ПАЗАР,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба,10/1/2014,6:30:00 AM,ЧАИР,ул.Максут Садик бр.44,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,"30,000.00 ден"
10/11/2014,СВР СКОПЈЕ,ПС БИТ ПАЗАР,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба,10/11/2014,8:00:00 AM,ЧАИР,Вуковарска 11-1/16,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,"5,000.00 ден"
10/11/2014,СВР СКОПЈЕ,ПС БИТ ПАЗАР,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба,10/11/2014,10:00:00 AM,ЧАИР,ул.Методија МИтевски испред зграда бр.12,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,"3,500.00 ден"
10/11/2014,СВР СКОПЈЕ,ПС КИСЕЛА ВОДА,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Изнуда,10/10/2014,2:00:00 PM,КИСЕЛА ВОДА,СД“Пелагонија“ул“Божидар Аџија“,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/11/2014,СВР СКОПЈЕ,ПС КИСЕЛА ВОДА,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба,10/11/2014,9:30:00 AM,КИСЕЛА ВОДА,ул.„Сава Ковачевиќ“бр.33-А Скопје продавница за авто делови „Бо Мед“,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","2,000.00 ден","2,000.00 ден"
10/11/2014,СВР СКОПЈЕ,ПС КИСЕЛА ВОДА,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба,10/11/2014,12:00:00 PM,КИСЕЛА ВОДА,ул.Сава Ковасчевиќ кај Талија,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,"20,000.00 ден"
10/11/2014,СВР СКОПЈЕ,ПС КИСЕЛА ВОДА,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба во обид,10/11/2014,8:00:00 AM,КИСЕЛА ВОДА,ул.Сава Ковачевиќ бр.27 а,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","13,000.00 ден",0.00 ден
10/11/2014,СВР СКОПЈЕ,ПС КИСЕЛА ВОДА,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба во обид,10/11/2014,10:00:00 AM,КИСЕЛА ВОДА,ул.„Сава Ковачевиќ“ бр.33,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","6,000.00 ден",0.00 ден
10/11/2014,СВР СКОПЈЕ,ПС АЕРОДРОМ,Кривични дела,Кривични дела за кои гонењето се превзема по приватна тужба,Кражба - п.т.,10/11/2014,12:30:00 PM,АЕРОДРОМ,ул.„Анастас Митрев“ бр.25 Скопје (нова зграда во завршна фаза),"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","2,500.00 ден",0.00 ден
10/11/2014,СВР СКОПЈЕ,ПС АЕРОДРОМ,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба,10/10/2014,9:00:00 PM,АЕРОДРОМ,Ул.“Бојмија“бр.1 Продавница “Калинка“,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","1,000.00 ден","10,000.00 ден"
10/11/2014,СВР СКОПЈЕ,ПС АЕРОДРОМ,Прекршоци,Прекршоци против јавниот ред и мир,Без надзор и невнимателно држење кучиња и други животни,10/11/2014,12:45:00 PM,АЕРОДРОМ,ул.„Анастас Митрев“ бр.1/1-19,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/11/2014,СВР СКОПЈЕ,ПС АЕРОДРОМ,Прекршоци,Прекршоци против јавниот ред и мир,Нарушен ЈРМ со малтретирање на друг во стан,10/11/2014,6:20:00 PM,АЕРОДРОМ,ул.„Тодор Чангов“ 37 бр.11 Скопје,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/11/2014,СВР СКОПЈЕ,ПС АЕРОДРОМ,Прекршоци,Прекршоци против јавниот ред и мир,Нарушен ЈРМ со физички напад,10/10/2014,11:00:00 PM,АЕРОДРОМ,ул.„Горноврановска“,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/11/2014,СВР СКОПЈЕ,ПС АЕРОДРОМ,Прекршоци,Прекршоци против јавниот ред и мир,Нарушен ЈРМ со физички напад,10/11/2014,3:30:00 AM,АЕРОДРОМ,на паркингот помеѓу зградите бр.60 и бр.74 на бул„Јане Сандански“ Скопје,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/11/2014,СВР СКОПЈЕ,ПС ДРАЧЕВО,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба,10/11/2014,4:30:00 PM,КИСЕЛА ВОДА,ул.Бранко Заревски  бр.9,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово","4,000.00 ден","1,000.00 ден"
10/11/2014,СВР СКОПЈЕ,ПС ДРАЧЕВО,Прекршоци,Прекршоци против јавниот ред и мир,Занемарена грижа од родител,10/8/2014,4:50:00 PM,КИСЕЛА ВОДА,ОУ-Рајко Жинзифов лоцирано на ул.Иван Хаџиниколов бб,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/11/2014,СВР СКОПЈЕ,ПС ДРАЧЕВО,Прекршоци,Прекршоци против јавниот ред и мир,Занемарена грижа од родител,10/9/2014,4:00:00 PM,КИСЕЛА ВОДА,позади ОУ-Рајко Жинзифов,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/11/2014,СВР СКОПЈЕ,ПС КАРПОШ,Кривични дела,Кривични дела за кои гонењето се превзема по приватна тужба,Кражба - п.т.,10/10/2014,11:40:00 PM,КАРПОШ,ул.Разловечко Востание бр.26/4-15,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,"3,500.00 ден"
10/11/2014,СВР СКОПЈЕ,ПС КАРПОШ,Кривични дела,Кривични дела за кои гонењето се превзема по приватна тужба,Кражба - п.т.,10/11/2014,9:30:00 AM,КАРПОШ,ТЦ-“Сити Мол“ Продавница за накит “Аморини“,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,"10,000.00 ден"
10/11/2014,СВР СКОПЈЕ,ПС КАРПОШ,Кривични дела,Кривични дела за кои гонењето се превзема по приватна тужба,Кражба - п.т.,10/11/2014,3:00:00 PM,КАРПОШ,с. Горно Нерези,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,"1,700.00 ден"
10/11/2014,СВР СКОПЈЕ,ПС КАРПОШ,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Кражба,10/11/2014,5:00:00 PM,КАРПОШ,во кругот на црквата Свети Пантелемон с. Горно Нерези,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,"15,000.00 ден"
10/11/2014,СВР СКОПЈЕ,ПС КАРПОШ,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба,10/11/2014,10:00:00 AM,КАРПОШ,Франц Розман 16.Б -1/2,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,"150,000.00 ден"
10/11/2014,СВР СКОПЈЕ,ПС КАРПОШ,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба во обид,10/11/2014,8:30:00 AM,КАРПОШ,Букурешка 133А,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
10/11/2014,СВР СКОПЈЕ,ПС ЃОРЧЕ ПЕТРОВ,Кривични дела,Кривични дела за кои гонењето се превзема по службена должност,Тешка кражба,10/10/2014,11:30:00 PM,ЃОРЧЕ ПЕТРОВ,"Виторијоски Марјан  078/ 673-867Ѓорче Петров , ул;1596 , бр: 28 ","6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,"25,000.00 ден"
10/11/2014,СВР СКОПЈЕ,ПС ЃОРЧЕ ПЕТРОВ,Прекршоци,Прекршоци против јавниот ред и мир,Нарушен ЈРМ со тепачка,10/11/2014,11:45:00 AM,ЃОРЧЕ ПЕТРОВ,такси станица на пазарчето во Ѓорче петров,"6258-На ден 05.11.2014год. во 12.30час.Никола Николовски род.06.10.1965год. во с.Белимбегово каде и живее,пријави дека денес во околу 12.00час.во долниот дел на градскиот пазар,бил пресретнат од страна на едно НН лице кое се преставило дека е од Кратово",0.00 ден,0.00 ден
